label	text
1	a prolonged extrusion of psychopathic pulp .
0	based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters
0	a dashing and absorbing outing with one of france's most inventive directors .
1	it almost plays like solaris , but with guns and jokes .
0	if a big musical number like 'praise the lord , he's the god of second chances' doesn't put you off , this will be an enjoyable choice for younger kids .
1	the script is too mainstream and the psychology too textbook to intrigue .
1	[less a movie than] an appalling , odoriferous thing . . . so rotten in almost every single facet of production that you'll want to crawl up your own * * * in embarrassment .
0	a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats .
1	a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .
1	a generic international version of a typical american horror film .
1	heavy-handed exercise in time-vaulting literary pretension .
1	the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . '
1	herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola's inadequate performance .
1	like the chelsea's denizens . . . burdette's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .
0	while the humor is recognizably plympton , he has actually bothered to construct a real story this time .
0	the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .
0	the rock is destined to be the 21st century's new " conan " and that he's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal .
1	a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .
0	provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .
0	cannon's confidence and laid-back good spirits are , with the drumming routines , among the film's saving graces .
1	i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .
0	jackson is always watchable .
0	uneven , self-conscious but often hilarious spoof .
0	gives an intriguing twist to the french coming-of-age genre .
1	as the sulking , moody male hustler in the title role , [franco] has all of dean's mannerisms and self-indulgence , but none of his sweetness and vulnerability .
1	bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i haven't encountered since at least pete's dragon .
0	an amazing and incendiary movie that dives straight into the rough waters of contradiction .
0	the entire cast is extraordinarily good .
0	this english-language version . . . does full honor to miyazaki's teeming and often unsettling landscape , and to the conflicted complexity of his characters .
1	it jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier .
0	much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation .
0	it's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller .
0	it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion .
0	noyce has worked wonders with the material .
0	a loving little film of considerable appeal .
0	. . . a cute and sometimes side-splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role .
1	forced , familiar and thoroughly condescending .
0	as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .
1	the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus .
1	each scene wreaks of routine ; the film never manages to generate a single threat of suspense .
1	the story suffers a severe case of oversimplification , superficiality and silliness .
1	director clare kilner's debut is never as daft as it should have been .
1	the exclamation point seems to be the only bit of glee you'll find in this dreary mess .
1	by-the-numbers yarn .
1	was i scared ? only at the prospect of beck's next project . let's see , a haunted house , a haunted ship , what's next . . . ghost blimp ?
0	a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .
0	this is a smart movie that knows its classical music , knows its freud and knows its sade .
0	it's got some pretentious eye-rolling moments and it didn't entirely grab me , but there's stuff here to like .
0	it's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .
1	none of these characters resembles anyone you've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter .
1	ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .
1	neither revelatory nor truly edgy--merely crassly flamboyant and comedically labored .
1	while glover , the irrepressible eccentric of river's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw .
1	lame , haphazard teen comedy .
1	eisenstein lacks considerable brio for a film about one of cinema's directorial giants .
1	this is a third-person story now , told by hollywood , and much more ordinary for it .
1	amid the cliché and foreshadowing , cage manages a degree of casual realism . . . that is routinely dynamited by blethyn .
1	a dopey movie clothed in excess layers of hipness .
1	movies like this are selling the old european candor , the old wink of 'bold' revelation . but in 2002 , such revelations wilt .
1	automatically pegs itself for the straight-to-video sci-fi rental shelf .
0	montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .
1	overly long and worshipful bio-doc .
0	together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey .
1	might best be enjoyed as a daytime soaper .
1	not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .
0	playing a role of almost bergmanesque intensity . . . bisset is both convincing and radiant .
0	the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .
1	most of the action setups are incoherent .
0	with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .
0	on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .
0	ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .
0	throwing it all away for the fleeting joys of love's brief moment .
1	to better understand why this didn't connect with me would require another viewing , and i won't be sitting through this one again . . . that in itself is commentary enough .
1	. . . comes alive only when it switches gears to the sentimental .
1	serving sara is little more than a mall movie designed to kill time .
1	silly , loud and goofy .
0	that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . .
1	. . . too gory to be a comedy and too silly to be an effective horror film .
0	you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid .
1	any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .
0	the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .
1	sucking all the 'classic' out of robert louis stevenson's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst . . .
1	in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries . '
0	often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .
0	as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .
1	. . . lacks the punch and verve needed to make this genre soar .
1	you get the impression that writer and director burr steers knows the territory . . . but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .
1	outer-space buffs might love this film , but others will find its pleasures intermittent .
1	few of the increasingly far-fetched events that first-time writer-director neil burger follows up with are terribly convincing , which is a pity , considering barry's terrific performance .
1	a pathetic exploitation film that tries to seem sincere , and just seems worse for the effort .
0	it's a fine , old-fashioned-movie movie , which is to say it's unburdened by pretensions to great artistic significance .
1	with miscast leads , banal dialogue and an absurdly overblown climax , killing me softly belongs firmly in the so-bad-it's-good camp .
0	it's always fascinating to watch marker the essayist at work .
0	ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made christmas card .
1	it's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that's good is ultimately scuttled by a plot that's just too boring and obvious .
1	nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .
0	while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging .
0	pray's film works well and will appeal even to those who aren't too familiar with turntablism .
1	what's at stake in this film is nothing more than an obsolete , if irritating , notion of class .
0	like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .
1	strangely comes off as a kingdom more mild than wild .
1	scarlet diva has a voyeuristic tug , but all in all it's a lot less sensational than it wants to be .
0	the heart of the film is a touching reflection on aging , suffering and the prospect of death .
1	has all the scenic appeal of a cesspool .
1	unspools like a highbrow , low-key , 102-minute infomercial , blending entrepreneurial zeal with the testimony of satisfied customers .
0	this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .
0	even if you can't pronounce " gyro " correctly , you'll appreciate much of vardalos' humor , which transcends ethnic boundaries .
0	sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation .
0	gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet's mouth .
0	while the ideas about techno-saturation are far from novel , they're presented with a wry dark humor .
1	the result is a gaudy bag of stale candy , something from a halloween that died .
1	this formulaic chiller will do little to boost stallone's career .
0	as simple and innocent a movie as you can imagine . this is a movie you can trust .
1	seagal , who looks more like danny aiello these days , mumbles his way through the movie .
1	rarely does a film so graceless and devoid of merit as this one come along .
1	when it's all wet , blue crush is highly enjoyable . when it's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .
0	this is a story that zings all the way through with originality , humour and pathos .
0	miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images .
0	like kubrick , soderbergh isn't afraid to try any genre and to do it his own way .
0	it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .
1	`matrix'-style massacres erupt throughout . . . but the movie has a tougher time balancing its violence with kafka-inspired philosophy .
1	limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .
1	a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .
1	uncertain in tone . . . a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .
1	presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency .
0	an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .
0	it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .
0	while i can't say it's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie .
1	the picture doesn't know it's a comedy .
0	majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .
0	[gosling's] combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character .
0	the acting alone is worth the price of admission .
0	a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .
1	the elements were all there but lack of a pyschological center knocks it flat .
1	meandering and glacially paced , and often just plain dull .
0	. . . with the gifted pearce on hand to keep things on semi-stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .
0	[anderson] uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense .
0	a subtle and well-crafted ( for the most part ) chiller .
0	it is risky , intelligent , romantic and rapturous from start to finish .
1	the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes' iconic hero doing battle with dozens of bad guys -- at once .
0	allen shows he can outgag any of those young whippersnappers making moving pictures today .
1	this strenuously unfunny showtime deserves the hook .
0	as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .
1	marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie .
0	at once disarmingly straightforward and strikingly devious .
1	it's a trifle of a movie , with a few laughs surrounding an unremarkable soft center .
1	it's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain .
0	it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .
0	[haynes'] homage to such films as " all that heaven allows " and " imitation of life " transcends them . simply put , " far from heaven " is a masterpiece .
1	mindless yet impressively lean spinoff of last summer's bloated effects fest the mummy returns .
0	alternates between deadpan comedy and heartbreaking loneliness and isn't afraid to provoke introspection in both its characters and its audience .
1	the best way to hope for any chance of enjoying this film is by lowering your expectations . then lower them a bit more .
1	as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .
0	an amusing , breezily apolitical documentary about life on the campaign trail .
1	the jokes are flat , and the action looks fake .
1	makes for some truly odd , at times confusing , kids entertainment . . . but at least this time there's some centered storytelling to go along with all the weird stuff .
0	while scorsese's bold images and generally smart casting ensure that " gangs " is never lethargic , the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about .
1	coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera-ish story .
0	workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .
0	the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing .
0	it's plotless , shapeless -- and yet , it must be admitted , not entirely humorless . indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions .
0	this bracingly truthful antidote to hollywood teenage movies that slather clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .
0	the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .
1	characters wander into predictably treacherous situations even though they should know better .
1	really dumb but occasionally really funny .
1	nicks and steinberg match their own creations for pure venality -- that's giving it the old college try .
1	an amalgam of the fugitive , blade runner , and total recall , only without much energy or tension .
0	smart and fun , but far more witty than it is wise .
0	a chilling movie without oppressive gore .
1	a derivative collection of horror and sci-fi cliches .
0	rubbo runs through a remarkable amount of material in the film's short 90 minutes .
0	smart and alert , thirteen conversations about one thing is a small gem .
0	will amuse and provoke adventurous adults in specialty venues .
1	charlize chases kevin with a gun . courtney chases stuart with a cell phone . the sound of gunfire and cell phones ringing .
0	. . . blade ii is more enjoyable than the original .
1	a non-mystery mystery .
0	this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other .
0	bound to appeal to women looking for a howlingly trashy time .
1	the balkans provide the obstacle course for the love of a good woman .
1	[t]hose same extremes prevent us from taking its message seriously , and the stepford wives mentality doesn't work in a modern context .
1	try as i may , i can't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , 'thank you ! ' when leguizamo finally plugged an irritating character late in the movie .
0	a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .
0	tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .
0	i liked it because it was so endlessly , grotesquely , inventive .
0	exactly what its title implies : lusty , boisterous and utterly charming .
0	while the story's undeniably hard to follow , iwai's gorgeous visuals seduce .
1	utter mush . . . conceited pap .
1	the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .
0	this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .
1	at the bottom rung of the series' entries .
1	yes , i have given this movie a rating of zero . but fans of the show should not consider this a diss . consider it 'perfection . '
0	borrows a bit from the classics " wait until dark " and " extremities " . . . but in terms of its style , the movie is in a class by itself .
0	the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time .
1	the master of disguise represents adam sandler's latest attempt to dumb down the universe .
1	alternative medicine obviously has its merits . . . but ayurveda does the field no favors .
1	while the film shuns the glamour or glitz that an american movie might demand , scherfig tosses us a romantic scenario that is just as simplistic as a hollywood production .
0	stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .
0	jacquot's strategy allows his cast the benefit of being able to give full performances . . . while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .
1	forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore .
0	the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky-like moments . . . but it's such a warm and charming package that you'll feel too happy to argue much .
0	huston nails both the glad-handing and the choking sense of hollow despair .
0	less front-loaded and more shapely than the two-hour version released here in 1990 .
0	the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i ne
0	an impressive if flawed effort that indicates real talent .
1	for all of the contemporary post-colonialist consciousness that kapur tries to bring to the four feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .
1	if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .
1	a soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title .
0	that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .
0	kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .
0	a sensitive , moving , brilliantly constructed work .
0	i admired this work a lot .
0	a deftly entertaining film , smartly played and smartly directed .
0	a movie that's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level .
0	interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals 'red dragon' right from under their noses .
0	i am more offended by his lack of faith in his audience than by anything on display here .
1	one of the more irritating cartoons you will see this , or any , year .
0	sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .
1	one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .
1	the doofus-on- the-loose banter of welcome to collinwood has a cocky , after-hours loopiness to it . and as with most late-night bull sessions , eventually the content isn't nearly as captivating as the rowdy participants think it is .
0	what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .
0	the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they've told a nice little story in the process .
0	as green-guts monster movies go , it's a beaut .
1	the film equivalent of a toy chest whose contents get scattered over the course of 80 minutes .
1	what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .
0	a quiet , pure , elliptical film
0	much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .
0	affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .
1	i still can't relate to stuart : he's a mouse , for cryin' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough .
0	if [jaglom's] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .
1	the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep . i like frank the pug , though .
1	reyes' directorial debut has good things to offer , but ultimately it's undone by a sloppy script
0	for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .
1	for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown .
0	film can't quite maintain its initial momentum , but remains sporadically funny throughout .
1	passably entertaining but also mechanical and joyless .
1	the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .
1	a little weak -- and it isn't that funny .
0	a drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy .
0	it will grip even viewers who aren't interested in rap , as it cuts to the heart of american society in an unnerving way .
1	there are just too many characters saying too many clever things and getting into too many pointless situations . where's the movie here ?
0	terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english , it's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .
1	where tom green stages his gags as assaults on america's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval .
0	a comedy that swings and jostles to the rhythms of life .
0	what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .
0	an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief .
1	this insufferable movie is meant to make you think about existential suffering . instead , it'll only put you to sleep .
1	the trappings of i spy are so familiar you might as well be watching a rerun .
0	bow's best moments are when he's getting busy on the basketball court because that's when he really scores .
1	every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement .
0	if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful .
1	a predictable , manipulative stinker . the story passes time until it's time for an absurd finale of twisted metal , fireballs and revenge .
0	it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker's motherland .
0	watching these eccentrics is both inspiring and pure joy .
1	handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .
1	at once half-baked and overheated .
1	a didactic and dull documentary glorifying software anarchy .
1	it's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate .
0	a byzantine melodrama that stimulates the higher brain functions as well as the libido .
1	a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .
0	a resonant tale of racism , revenge and retribution .
1	a modest and messy metaphysical thriller offering more questions than answers .
0	there's . . . an underlying old world sexism to monday morning that undercuts its charm .
0	a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .
1	even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didn't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary's failure to construct a story with even a trace of dramatic interest .
1	pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e . , a banal spiritual quest .
0	while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience .
1	a cockeyed shot all the way .
0	noyce films it more as a shocking history lesson than as drama .
0	it treats ana's journey with honesty that is tragically rare in the depiction of young women in film .
0	creepy , authentic and dark . this disturbing bio-pic is hard to forget .
1	overall , it's a pretty mediocre family film .
1	[director] o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .
0	ryan gosling . . . is at 22 a powerful young actor .
0	gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .
1	never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful .
1	distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .
1	this story of unrequited love doesn't sustain interest beyond the first half-hour .
1	two badly interlocked stories drowned by all too clever complexity .
0	the film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .
1	returning aggressively to his formula of dimwitted comedy and even dimmer characters , sandler , who also executive produces , has made a film that makes previous vehicles look smart and sassy .
0	karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .
1	not at all clear what it's trying to say and even if it were  i doubt it would be all that interesting .
1	the redeeming feature of chan's films has always been the action , but the stunts in the tuxedo seem tired and , what's worse , routine .
0	there was time on that second round to see the subtleties of ramsay's portrait of grief .
0	berry's saucy , full-bodied performance gives this aging series a much needed kick , making " die another day " one of the most entertaining bonds in years
1	there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit .
1	simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn .
1	less a heartfelt appeal for the handicapped than a nice belgian waffle .
0	almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .
0	garcia and the other actors help make the wobbly premise work .
0	unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow .
0	a delightful stimulus for the optic nerves , so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow .
1	rife with nutty cliches and far too much dialogue .
